,comment,id,rating,Вопрос решен,Лишнее,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Нравится скорость отработки заявок,Понравилось выполнение заявки
329,Очень ответственная девушка в УК.,3913279,5,0,0,0,1,0,0
330,отлично всё работает,3913316,5,1,0,0,0,0,1
331,"Благодарность мастеру, сделал быстро и качественно. Премию Ренату. 🤝",3913442,5,1,0,0,1,1,0
332,Пришли вовремя) заранее позвонили уточнить удобное время) отличный мастер все сделал быстро и аккуратно),3913486,5,1,0,0,1,1,1
333,"отлично, спасибо!
",3913490,5,0,0,0,0,0,1
334,"Все четко объяснили, вопросов не осталось",3913509,5,0,0,0,0,0,1
335,"ну вроде, получше...
Слава Богу",3913566,5,1,0,0,0,0,0
336,"Проблема решена, быстро и оперативно..",3913676,5,1,0,0,0,1,0
337,"Всё отлично, спасибо!",3913730,5,0,0,0,0,0,1
338,Очень быстро и вежливо)),3913971,5,0,0,0,0,1,1
339,Второй специалист все отлично решил. Спасибо.,3913976,5,1,0,0,1,0,0
340,благадарю специалиста,3914097,5,0,0,0,1,0,0
341,"Очень быстро и качественно, спасибо! ",3914189,5,0,0,1,0,1,0
342,Спасибо Большое! Всё сделано супер!,3914351,5,1,0,0,0,0,1
343,Комод убран. Большое спасибо за оперативное решение,3914367,5,1,0,0,0,1,0
344,Хочу выразить особую благодарность Татьяне за проявленный интерес к моему вопросу!,3914531,5,0,0,0,1,0,0
345,Очень быстро отреагировали и устранили проблему,3914571,5,1,0,0,0,1,0
346,спасибо большое за оперативность))),3914595,5,0,0,0,0,1,0
347,Вот теперь все данные правильно внесены. Спасибо.,3914622,5,1,0,0,0,0,0
348,Спасибо за оперативную помощь,3914767,5,0,0,0,0,1,0
349,Спасибо! Ключи рабочие,3914795,5,0,0,0,0,0,1
350,"Круто , быстро ,спасибо ",3914807,5,0,0,0,0,1,1
351,"быстро, эффективно!",3914918,5,0,0,0,0,1,1
352,Все отлично,3915041,5,0,0,0,0,0,1
353,Отличный сантехник!,3915053,5,0,0,0,1,0,0
354,Спасибо!!!,3915108,5,0,0,0,0,0,1
355,Как оперативно! Благодарю!,3915342,5,0,0,0,0,1,0
356,Благодарю за оперативность,3915523,5,0,0,0,0,1,0
357,Быстро среагировали и решили проблему. Спасибо!,3915543,5,1,0,0,0,1,1
358,Быстро сделали.,3915644,5,1,0,0,0,1,0
359,Добрый день! Вопрос решен очень быстро! Благодарю за работу и оперативность),3916307,5,1,0,0,0,1,1
360,"все хорошо, очень доступно все объяснили",3916394,5,0,0,0,0,0,1
361,Мастер на все руки! Спасибо большое 👍👍👍,3916525,5,0,0,0,1,0,0
362,Отличный мастер,3916720,5,0,0,0,1,0,0
363,"да,  спасибо. пока не сломали)",3916845,5,0,0,0,0,0,1
364,Оперативная работа👍,3917076,5,0,0,0,0,1,0
365,все очень быстро и качественно сделал сантехник Сергей!,3917220,5,1,0,1,1,1,0
366,Спасибо огромное 🫶🏼,3917341,5,0,0,0,0,0,1
367,"Большое спасибо, очень внимательно и клиентоориентированность на высшем уровне ",3917445,5,0,0,0,1,0,1
368,Спасибо большое за оперативное решение,3917598,5,1,0,0,0,1,0
369,Отличное обслуживание.,3917634,5,0,0,0,1,0,0
370,Всё решили,3917644,5,1,0,0,0,0,0
371,"спасибо за оперативность
",3918105,5,0,0,0,0,1,0
372,"Быстро выявили ошибку в показаниях, и не стала делать в убыток мне . Позвонила мне , уточнила и решила всё. Огромное спасибо Вам . ✈️ меняется в лучшую сторону ",3918118,5,1,0,0,1,0,1
373,Ключи работают.,3918621,5,1,0,0,0,0,0
374,"Спасибо большое!
Выполнили работу быстро и аккуратно!",3918647,5,1,0,1,0,1,1
375,"Все быстро, качественно, как договорились. Спасибо.",3918748,5,0,0,1,0,1,0
376,Всё отлично! Спасибо большое!,3918861,5,0,0,0,0,0,1
377,Самый вежливый работник,3919084,5,0,0,0,1,0,0
378,Четко и я оперативно,3919087,5,0,0,1,0,1,0
379,Очень быстро!,3919096,5,0,0,0,0,1,0
380,Спасибо за выписки. Счет на эту сумму когда подкрепят в приложение?,3919099,5,0,1,0,0,0,0
381,"Достаточно быстро, спасибо !",3919231,5,0,0,0,0,1,0
382,"оперативно устранили, дали консультацию ",3919253,5,1,0,0,0,1,0
383,спасибо огромное специалисту за оперативность и профессионализм.,3919349,5,0,0,0,1,1,0
384,"Напор стал хорошим,  спасибо ",3919367,5,1,0,0,0,0,1
385,Благодарю за качественную и оперативную работу сотрудников УК! С наилучшими пожеланиями к Вам!🙌🏻,3919407,5,0,0,1,0,1,0
386,Все отлично! Спасибо за быстрое устранение проблемы),3919607,5,1,0,0,0,1,1
387,"Оперативно среагировали, пришло большое количество строителей и помогли убрать всю воду. ",3919776,5,1,0,0,1,1,0
388,Виталик молодец.,3919877,5,0,0,0,1,0,0
389,"Спасибо большое, что все быстро починили!!! Спасибо за хорошую работу!",3920112,5,1,0,0,0,1,1
390,"Была протечка смесителя в ванной, мастер пришел в течении полу часа, поменял прокладки. Вопрос решен.",3920141,5,1,0,0,0,1,0
391,Самый лучший клиентский менеджер!!! Всегда идеально решает все вопросы!!!,3920353,5,0,0,0,1,0,0
392,Быстро устранили проблему,3920384,5,1,0,0,0,1,0
393,заявка выполнена мгновенно 👍,3920419,5,1,0,0,0,1,0
394,Спасибо Татьяне!) Быстро и понятно все объяснила!),3920519,5,0,0,0,1,1,0
395,Быстрая реакция на обращение. На данный момент протечек нет.,3920546,5,1,0,0,0,1,1
396,"Вопрос был решен оперативно . Спасибо как сантехнику , так и менеджеру . К сожалению не спросила имена . ",3920898,5,1,0,0,1,1,0
397,Выполнено быстро и качественно.  Починили перила.,3920982,5,1,0,1,0,1,0
398,Спасибо за оперативно отработанную заявку,3921006,5,0,0,0,0,1,1
